	PPN	Bibliographische Gattung und Status	Sprache	Erscheinungsjahr	Erscheinungsort	Erscheinungsort GND	Titel	Verfasservorname	Verfassername	GND Verfasser	1. Weitere Verfasser Vorname	1. Weitere Verfasser Nachname	1. Weitere Verfasser GND	2. Weitere Verfasser Vorname	2. Weitere Verfasser Nachname	2. Weitere Verfasser GND	1. Weitere Person Vorname	1. Weitere Person Nachname	1. Weitere Person GND	2. Weitere Person Vorname	2. Weitere Person Nachname	2. Weitere Person GND	1. Sonstige Person Vorname	1. Sonstige Person Nachname	1. Sonstige Person GND	2. Sonstige Person Vorname	2. Sonstige Person Nachname	2. Sonstige Person GND
1271	216486998	Acr	fre	1710	Brusselles		La Vie De L'Empereur Charles V. ; Enrichie de Figures en Taille-douce	Gregorio	Leti	gnd/11900240X													leer	leer	gnd/118560093			
1272	216490014	Aau	fre	1666	Leyde		Histoire De Donna Olimpia Maldachini	Gregorio	Leti	gnd/11900240X							Jean Baptiste	Renoult	gnd/1157946224									
1273	216838622	Acr	fre	1733	Amsterdam		De l'éducation des enfans	John	Locke	gnd/118573748							Pierre	Coste	gnd/100093000									
1274	216957249	Acr	fre	1717	Berlin		Secrets concernant les arts et metiers ; diversé en IV. parties																					
1275	217011160	Acr	fre	1724	Paris		Voyage du Sieur Paul Lucas, fait en M.DCCXIV, &c. par ordre de Louis XIV. dans la Turquie, l'Asie, Sourie, Palestine, Haute et Basse Egypte, &c.	Paul	Lucas	gnd/117665665																		
1276	217044182	Acr	fre	1722	Paris		Dictionaire pratique du bon menager de campagne et de ville, qui apprend generalement la maniere de nourrir, élever et gouverner, ... toutes sortes de Bestiaux, Chevaux et Volailles ... ; Avec un traite de tout ce qui concerne la cuisine, les confitures ...	Louis	Liger	gnd/124564763																		
1277	217045863	Aav	fre	1786	Berlin		Discours Prononcé À L'Assemblée Publique De L'Academie Royale Des Sciences Et Belles-Lettres De Prusse Le Jeudi 27. Septembre 1786. Jour De La Réception	Girolamo	Lucchesini	gnd/118780670																		
1278	217061559	Aar	fre	1793	Bruxelles		La vie et le martyre de Louis seize, roi de France et de Navarre, immolé le 21 Janvier 1793 ; avec un examen du décret régicide	Geoffroi	Limon	gnd/128829400																		
1279	217064159	Acus	fre	1655	Paris		Lvcien De La Tradvction De N. Perrot Sr D'Ablancourt ; Divisé En Devx Parties	Lucianus		gnd/118575228							Nicolas Perrot	Ablancourt	gnd/123853850									
1280	217067085	Acu	fre	1709	Amsterdam		Lucien, De La Traduction De N. Perrot, Sr. D'Ablancourt. Avec des Remarques sur la Traduction.	Lucianus		gnd/118575228							Nicolas Perrot	Ablancourt	gnd/123853850									
1281	217889212	Acr	fre	1713	Bruxelles		Histoire d'Hypolite, comte de Douglas ; en taille douce	Marie Catherine Le Jumel de Barneville	Aulnoy	gnd/118808788																		
1282	219309477	Acus	fre	1684	[S.l.]		Histoire Des Croisades Pour La Delivrance De La Terre Sainte	Louis	Maimbourg	gnd/115541802																		
1283	219311617	Acr	fre	1679	Paris		Histoire De La Decadence De L'Empire, Après Charlemagne, Et Des Differends Des Empereurs avec les Papes au sujet des Investitures, & de l'Indépendance	Louis	Maimbourg	gnd/115541802																		
1284	219565597	Acus	fre	1737	La Haye		Memoires du maréchal De Berwik, duc et pair de France, et généralissime des armées de Sa Majesté	Guillaume	Plantavit de La Pause	gnd/1055259260													James Fitzjames	Berwick	gnd/119089440			
1285	219670110	Aar	fre	1739	Paris		Les dons de Comus, ou les délices de la table ; Ouvrage non-seulement utile aux Officiers de Bouche ... mais principalement a l'usage des personnes qui sont curieuses de scavoir donner a manger ...	François	Marin	gnd/105569529X																		
1286	220357889	Aaus	fre	1749	Paris		Grammaire Des Sciences Philosophiques, Ou Analyse Abregée De La Philosophie Moderne, Appuyée Sur Les Experiences	Benjamin	Martin	gnd/123531306							Philippe-Florent	Puisieux	gnd/100690874	Montcarville	leer	leer	D. A. E.	P.	leer			
1287	220689245	Aaus	fre	1613	Paris		Histoire De La Mort Deplorable De Henry IIII. Roy De France Et De Navarre ; Ensemble Vn Poeme, vn Panegyrique, vn Discours funebre, & vn Eloge ; Dressé à sa Memoire immortelle	Pierre	Matthieu	gnd/124623646							Marie	France, Reine	leer				leer	leer	gnd/118548174			
1288	220690367	Acr	fre	16XX	Paris		Histoire de France et des choses memorables, advenues aux provinces estrangeres durant sept annees de paix du Regne de Henry IIII. Roy de France et de Navarre ; Divisé en sept livres	Pierre	Matthieu	gnd/124623646													leer	leer	gnd/118548174			
1289	220694222	Acr	fre	1631	Paris		Histoire de France soubs les regnes de François I., Henry II., François II., Charles IX., Henry III., Henry IV., Louys XIII. et des choses plus memorables advenues aux autres Estats de la Chrestienté depuis cent ans	Pierre	Matthieu	gnd/124623646													leer	leer	gnd/118534947	leer	leer	gnd/118548166
1290	221300554	Aar	fre	1707	Paris		Memoire pour Dame Anne Le Gouche, Epouse de Messire André Rolland, ..., Contre un soldat de marine qui a esté déclaré fils du Sieur de Caille Gentilhomme Provençal, par arrest du Parlement de Provence du 14. juillet 1706																					
1291	221306951	Aar	fre	1676	Amsterdam		Memoire du procez extraordinaire, contre la Dame de Brinvilliers, prisonniere en la Conciergerie du Palais, accusée																Marie-Madeleine	Brinvilliers	gnd/119193434			
1292	221424873	Aar	fre	1697	Bruxelles		Nouvelle description de toutes les Villes des dix-sept Provinces de Pays Bas, ... ; Avec les Armes Blasonnées des Familles qui y resortent [Jean Baptiste Christyn; Francois Foppens; Pierre Foppens]	Jean Baptiste	Christyn	gnd/120060434	François	Foppens	gnd/104061685	Pierre	Foppens	gnd/12412948X												
1293	221439935	Acr	fre	1775	Liege		Mémoires de madame la marquise de Pompadour où l'on découvre les motifs des guerres et des traités de paix, les ambassades, les négociations dans les differentes cours de l'europe; les menées & les intrigues secretes ... tout ce qui s'est passé de plus remarquable à la cour de France pendant les vingt dernieres années du regné de Louis XV.	Jeanne Antoinette Poisson	Pompadour	gnd/11859561X																		
1294	221762531	Acr	fre	1717	Paris		Abrégé chronologique de l'histoire de France	François Eudes	Mézeray	gnd/119192888																		
1295	221769722	Acr	fre	1643	Paris		Histoire de France ; depuis Faramond jusqu'à maintenant	François Eudes	Mézeray	gnd/119192888																		
1296	222482354	Acr	fre	1729	Paris		Le paradis perdu de Milton ; poeme heroique	John	Milton	gnd/118582607																		
1297	222688483	Acr	lat	1728	Haga-Comitum		Bibliotheca anonymiana Publice pluris licitantibus distrahenda per Andrianum Moetjens d. 22. Nov. 1728 [et] sequ.										Adriaen	Moetjens	gnd/130444847									
1298	222820780	Aar	fre	1714	Paris		Supplement aux anciennes editions du dictionnaire historique de Moreri ; tiré de l'edition de l'an 1712																Louis	Moréri	gnd/121142655			
1299	223384321	Aar	fre	1781	Berlin		Essays historiques	Johannes	Müller	gnd/118585045																		
1300	223574988	Aaus	fre	1767	A Lausanne, & se trouve à Paris	gnd/4034750-3	Réfutation Des Principes hasardés dans le Traité Des Délits Et Peines ; traduit de l'Italien	Pierre François	Muyart de Vouglans	gnd/132234343							Guillaume	Poncet de la Grave	gnd/140243917	Nicolas	Desaint	gnd/1016123132						
1301	1436946166	Aau	fre	1737	Paris	gnd/4044660-8	L'ambitieux, et l'indiscrette ; tragi-comédie; Représentée sur le Théatre de la Comédie Françoise, le 14. Juin 1737	Néricault	Destouches	gnd/118671669																		
1302	224666789	Aavs	ger	1713	Berlin	gnd/4005728-8	Christ-Königliches Trauer- Und Ehren-Gedächtniß, Des Weyland ... Fürsten und Herrn, Herrn Friderichs, Ersten Christl. Königs in Preussen, ... Als derselbe am 25. Febr. 1713. in hiesiger Residentz seine ... Seele dem ... Schöpfer in seine Hände übergeben, Und Darauf den 2. May die Königliche Leiche, ... in die Königliche und Churfürstliche Grufft der Dohm-Kirche in Berlin beygesetzet worden ; Zu Dessen Immerwärendem Nach-Ruhm aufgerichtet																Friedrich Wilhelm	Weidemann	gnd/131857797	Johann Georg	Wolfgang	gnd/122781961
1303	224734202	Aaus	ger	1705	Cölln an der Spree		Christ-Königliches Trauer- Und Ehren-Gedächtnüs, Der Weyland ... Fürstin und Frauen, Frauen Sophien Charlotten, Königin in Preussen, ... Als dieselbe am 1. Febr. 1705. zu Hannover ... entschlaffen, Und Darauf den 28. Junii, ... in die ... Grufft der Dohm-Kirche in Berlin beygesetzet worden ; Zu Dero Unsterblichem Nach-Ruhm aufgerichtet																Johann Georg	Wolfgang	gnd/122781961	Johann Georg	Wachter	gnd/104366273
1304	224785044	Aau	ger	1778	Berlin		Beschreibung des Lustschlosses und Gartens Sr. Königl. Hoheit des Prinzen Heinrichs Bruders des Königs, zu Reinsberg, wie auch der Stadt und der Gegend um dieselbe ; Nebst einem in Kupfer gestochenen Grundrisse	Friedrich	Nicolai	gnd/118587668																		
1305	225146991	Aaus	fre	1568	Lyon	gnd/4036770-8	Les Propheties De M. Michel Nostradamus ; Dont il y en a trois cens qui n'ont encore jamais été imprimées ; Ajoûtées de nouveau par ledit auteur	Nostradamus		gnd/11858880X																		
1306	225279649	Aaus	fre	1742	Lausanne		La Vie De Monsieur L'Abbé De Choisy De L'Académie Françoise	Pierre Joseph	Olivet	gnd/117122033													François-Timoléon	Choisy	gnd/118675966			
1307	225336413	Aau	fre	1791	[Berlin]		Description du monument qui vient d'étre érigé a Rheinsberg ; précedée du discours qui a été lu a occasion de l'inauguration de ce monument										Heinrich	leer	gnd/11870978X									
1308	225517736	Acu	fre	1655	A Bruxelles		Abregé De L'Histoire De ce Siecle de Fer	Jean Nicolas	Parival	gnd/10023951X							François	Vivien	gnd/1037550706									
1309	225694360	Aar	fre	1636	Genève		Alliances genealogiques des rois et princes de Gaule	Claude	Paradin	gnd/124462480																		
1310	225696800	Aar	fre	1604	Paris		Les Actions Forenses Singulieres Et Remarquables De M. Iulien Peleus ... Contenans La Substance Des Plaidoyez, & moyens des parties, avec les Arrests des Cours Souveraines intervenuës en chaque cause	Julien	Peleus	gnd/133956121																		
1311	225786966	Aar	fre	1662	Paris		Histoire Du Roy Henry Le Grand	Hardouin	Péréfixe de Beaumont	gnd/124290736																		
1312	226063976	Acu	fre	1733	Paris		Histoire Litéraire De La France, Où L'On Traite De L'Origine Et Du Progrès, De La Decadence & du rétablissement des Sciences parmi les Gaulois & parmi les Franc̜ois ... ; Avec Les Eloges historiques des Gaulois [et] des Franc̜ois qui s'y sont fait quelque réputation ...																					
1313	226101770	Aar	fre	1654	Paris		Le vray et nouveau Estat de la France, comme elle est gouvernée à présent	Jean	Pinsson de la Martinière	gnd/136033288							Gilbert Saulnier	Du Verdier	gnd/128887192									
1314	226152642	Aar	fre	1756	Amsterdam		Diverses pièces importantes concernant les démeles entre la cour de Prusse et celle de Vienne																					
1315	226234762	Acu	fre	1713	Paris		Nouvelle Description Des Chasteaux Et Parcs De Versailles Et De Marly: Contenant Une Explication Historique de toutes les Peintures, Tableaux, Statuës, Vases & Ornemens qui s'y voyent; leurs dimensions; & les noms des Peintres, des Sculpteurs & des Graveurs qui les ont faits. Enrichie de plusieurs Figures en Taille douce ...	Jean-Aimar	Piganiol de La Force	gnd/124804160																		
1316	226240312	Acus	fre	1763	Amsterdam		La République De Platon, Ou Dialogue Sur La Justice ; Divisé en dix Livres	Plato		gnd/118594893							Jean Nicolas	Grou	gnd/115558225									
1317	226501280	Aar	fre	1715	Paris		Methode Pour Apprendre L'Histoire Des Faux Dieux De L'Antiquite Ou Le Pantheon Mytyque	François	Pomey	gnd/120368927							...	Tenand	gnd/1055704671									
1318	226564649	Aau	fre	1706	Utrecht		Remarques Sur L'État Des Provinces Unies des Pays-Bas	William	Temple	gnd/118801619																		
1319	226585581	Aav	fre	1796	A Hambourg		Mémoires Sur La Vie Et Le Caractère De Madame La Duchesse De Polignac ; Avec Des Anecdotes Intéressantes Sur La Révolution Françoise Et Sur La Personne De Marie-Antoinette, Reine De France	Diane	Polignac	gnd/1018548289							Pierre François	Fauche	gnd/1037541707	Yolande-Martine-Gabrielle de Polastron	Polignac	gnd/100088961						
1320	226595943	Acr	fre	1794	Hambourg		Politique de tous les cabinets de l'Europe, pendant les règnes de Louis XV. et de Louis XVI. ; Contenant des pièces authentiques sur la correspondance secrette du Comte de Broglie, un ouvrage dirigé par lui et exécuté par M. Favier ; plusieurs mémoires du Comte de Vergennes, ministre des affaires étrangères, de M. Turgot, ... ; Manuscrits trouvés dans le cabinet de Louis XVI.										Pierre Joseph Alexis	Roussel	gnd/120989891	Charles François	Broglie	gnd/100987419	leer	leer	gnd/118729438	leer	leer	gnd/118574949
1321	226595978	Afr	fre	1794	Hambourg		Politique de tous les cabinets de l'Europe, pendant les règnes de Louis XV. et de Louis XVI. ; Contenant des pièces authentiques sur la correspondance secrette du Comte de Broglie, un ouvrage dirigé par lui et exécuté par M. Favier; plusieurs mémoires du Comte de Vergennes, ministre des affaires étrangères, de M. Turgot, ...; Manuscrits trouvés dans le cabinet de Louis XVI.										Pierre Joseph Alexis	Roussel	gnd/120989891	Charles François	Broglie	gnd/100987419	leer	leer	gnd/118729438	leer	leer	gnd/118574949
1322	226601315	Acu	fre	1749	A Amsterdam		Oeuvres Diverses	Alexander	Pope	gnd/118595741																		
1323	226603202	Acv	fre	1761	Vienne En Autriche	gnd/4066009-6	Oeuvres Diverses De Pope ; Traduites De L'Anglois	Alexander	Pope	gnd/118595741							Johann Thomas	Trattner	gnd/118760726									
1324	226605647	Aaus	fre	1739	Amsterdam		Les Principes De La Morale Et Du Gout ; En Deux Poemes	Alexander	Pope	gnd/118595741							Jean F.	Du Resnel Du Bellay	gnd/101555606X				Jacob	Schley	gnd/104045469			
1325	226625818	Aar	fre	1737	Utrecht		Essai Sur L'Homme	Alexander	Pope	gnd/118595741							Etienne	Silhouette	gnd/117385301									
1326	226636593	Aaus	fre	1749	Helmstedt		Essai Sur L'Homme	Alexander	Pope	gnd/118595741							Friedrich August	Schleinitz	gnd/122155998	Hans Christoph	Schleinitz	gnd/139552235						
1327	226644308	Acus	fre	1753	Paris		Lettres Choisies De Pope Sur Differens Sujets De Morale Et De Litterature	Alexander	Pope	gnd/118595741							Edme Jacques	Genet	gnd/1034631071									
1328	226723097	Acu	fre	1669	Paris		Oeuvres De Procope De Cesarée	Procopius		gnd/118741985							Leonor	Mauger	gnd/1055630015									
1329	226723097	Acu	fre	1669	Paris		Oeuvres De Procope De Cesarée	Procopius		gnd/118741985							Leonor	Mauger	gnd/1055630015									
1330	226723097	Acu	fre	1669	Paris		Oeuvres De Procope De Cesarée	Procopius		gnd/118741985							Leonor	Mauger	gnd/1055630015									
1331	226996808	Acr	fre	1742	Basel		Histoire Universelle	Jacques Auguste	Thou	gnd/118802143							Nicolas	Rigault	gnd/124394183									
1332	227177533	Acus	fre	1696	Amsterdam		Histoire Du Marêchal De Gassion ; Où l'on voit diverses particuliarités remarquables qui se sont passées soûs le Ministére des Cardinaux De Richelieu, & de Mazarin, & soûs le Rêgne de Gustave Adolphe Roi de Suéde	Michel	Pure	gnd/131404040													Jean	Gassion	gnd/136979092	Armand Jean du Plessis	Richelieu	gnd/118600354
1333	227608720	Acu	fre	1709	La Haye		Les Lettres De Ciceron A Ses Amis ; Traduites En François [de Louis Maumenet] suivant l'Edition de Grævius ; Avec des Avertissemens sur chaque Livre, des Sommaires & des Notes sur chaque Lettre [de Joseph de Golefer].	Marcus Tullius	Cicero	gnd/118520814							Johannes Georgius	Graevius	gnd/100156991	Louis	Maumenet	leer						
1334	227623363	Acr	fre	1744	Avignon		Histoire du regne de Louis XIV. surnommé le grand, roy de France	Simon	Reboulet	gnd/100245633																		
1335	227774604	Aau	fre	1693	Amsterdam		Reflexions Sur Les Droits, Que Les Magistrats Fidelles Ont Dans L'eglise																					
1336	227903013	Aar	fre	1694	Cologne		Le Tableau de la vie et du gouvernement de Richelieu & Mazarin & Colbert ; representé en diverses satyres et poësies ingenieuses ; avec un recueil d'epigrammes sur la vie & la mort de Mr. Fouquet																					
1337	227915941	Aar	fre	1580	Anvers		Recveil de la negotiation de la paix traictée à Covlogne an la présence des commissaires de la mate imperiale entre les ambassadeurs du ser. roy catholique, [et] de l'archiduc Matthias [et] les estatz du païs bas: fidelement descrit du protocole desdits estats																					
1338	227932420	Aar	fre	1663	Cologne		Recueil de diverses pieces, servans à l'Histoire de Henry III., Roy de France et de Pologne																leer	leer	gnd/118773720			
1339	228051622	Aavs	fre	1785	[S.l.]		Réponse à l'Imprimé, qui a paru à Vienne sous le titre d'Examen des motifs d'une Association pour la Conservation du Système de l'Empire, exposés dans la Déclaration faite par Sa Majesté le Roi de Prusse aux États de l'Empire & aux autres Cours de l'Europe ; Berlin 1785.																leer	leer	gnd/118535749			
1340	228189225	Acr	fre	1703	Cologne		Histoire des conclaves depuis Clément V. jusqu'à présent ; enrichie de plusieurs mémoires, qui contiennent l'histoire du Pape & des cardinaux d'aujourd'hui, et celle des principales familles de Rome, où l'on apprend quantité de particularitez de cette cour ; avec un discours qui explique toutes les cérémonies qui s'observent depuis la mort du Pape, jusqu'après l'élection de son successeur ; accompagné de plusieurs tailles douces dans les endroits necessaires										Claude	Vanel	gnd/128387122				leer	leer	gnd/118723529			
1341	228878292	Aavs	fre	1791	Paris		Suite Des Mémoires Du Maréchal Duc De Richelieu, Composés dans sa Bibliothèque et sous ses yeux	Jean Louis Giraud	Soulavie	gnd/118947443													Louis François Armand DuPlessis	Richelieu	gnd/118788744			
1342	229259499	Aar	fre	1738	Paris		Pensées sur la declamation	Luigi	Riccoboni	gnd/118788671																		
1343	229266843	Aau	fre	1695	Cologne		La Vie De Jean-Baptiste Colbert Ministre D'Etat. Sous Louys XIV. Roy De France	Gatien	Courtilz de Sandras	gnd/118642170													Jean Baptiste	Colbert	gnd/118521470			
1344	229931685	Acu	fre	1730	Amsterdam		Histoire Ancienne des Egyptiens, des Carthaginois, des Assyriens, des Babyloniens, des Medes et des Perses, des Macedoniens, des Grecs	Charles	Rollin	gnd/117593540																		
1345	230036716	Acr	fre	1726	A Paris	gnd/4044660-8	De La Maniere D'Enseigner Et D'Etudier Les Belles Lettres, Par raport à l'esprit & au coeur	Charles	Rollin	gnd/117593540							Jacques	Estienne	gnd/1037533895	Gabriel François	Quillau	gnd/103757768X						
1346	230045073	Acr	fre	1696	Paris		Relations De Divers Voyages Curieux, Qui N'Ont Point Esté Publiées, Et qu'on a traduit ... des Originaux des Voyageurs François, Espagnols, Allemands ...										Melchésedec	Thévenot	gnd/117624519									
1347	230056342	Acus	fre	1770	A Amsterdam		L'Histoire Du Regne De L'Empereur Charles-Quint ; Précédée d'un Tableau des progrès de la Société en Europe, depuis la destruction de l'Empire Romain jusqu'au commencement du seizieme siecle	William	Robertson	gnd/118834541							Jean-Baptiste Antoine	Suard	gnd/100595189	Claude-Félix	Roger	gnd/133271471						
1348	230062857	Aau	fre	1681	La Haye		Histoire De l'Empire d'Allemagne, Son Origine, ses revolutions ; Avec les Vies luccinctes, & un Catalogue Chronologique mis a la fin, de tous les Empereurs jusques a present	Jean-Baptiste	Rocoles	gnd/100253016																		
1349	230352499	Aar	grc	1756	Halle		Traité des dieux et du monde	Sallustius		gnd/100263844							Jean Henri Samuel	Formey	gnd/119353210									
1350	230580998	Aau	fre	1606	Paris		Le Citadin De Geneve. Ov Response Av Cavalier de Sauoye ...	Jean	Sarasin	gnd/1055661247																		
1351	230620795	Acus	fre	1768	Yverdon		Les Vies Des Hommes Et Des Femmes Illustres D'Italie, Depuis le Rétablissement des Sciences & des beaux Arts	Giulio Roberto	Sanseverino	gnd/100848354							Jean-Pierre	Açarq	gnd/102252300									
1352	230643353	Aar	fre	1688	Cologne		Nouveaux interêts des princes de l'europe ; revûs, corrigés et augmentés selon l'état où les affaires s'y trouvent aujourdhui	Gatien	Courtilz de Sandras	gnd/118642170																		
1353	231017936	Aar	fre	1677	Paris		Tome second du schisme d'Angleterre, ou les vies des cardinaux Polus et Campege										François	Maucroix	gnd/123537363				Reginald	Pole	gnd/11859544X	Lorenzo	Campeggi	gnd/118666843
1354	232159874	Acus	fre	1735	Amsterdam		Les Vies Des Hommes Illustres De Plutarque ; Traduites En François ; Avec des Remarques Historiques Et Critiques	Plutarchus		gnd/118595237							André	Dacier	gnd/118523228									
1355	232311684	Aaus	fre	1664	La Haye		Histoire Des Contes D'Hollande. Et Estat Et Gouvernement Des Provinces Unies Du Pays Bas										Pieter	Schrijver	gnd/117454273	Marcus Zuerius	Boxhorn	gnd/10427686X						
1356	232443149	Aau	fre	1790	Berlin		Sermon prononcé à l'occasion de la mort de S. A. R. Monseigneur le Prince Fréderic Chrétien Henri Louis de Prusse Coadjuteur de l'ordre de St. jean de Jerusalem Lieutenant Colonel au Regiment des Gensdarmes. ; Le 17. Oct. 1790																leer	leer	gnd/140027254			
1357	232447780	Aar	fre	1618	Paris		Inventaire General De L'Histoire De France, Depuis Pharamond iusques à present ...	Jean	Serres	gnd/100335993																		
1358	232819548	Acu	fre	1769	Geneve		Les Oeuvres de Mylord Comte de Shaftsbury. Contenant ses caracteristicks, ses lettres, & autres ouvrages	Anthony Ashley Cooper	Shaftesbury	gnd/118613693																		
1359	233250263	Aaus	fre	1729	La Haye		Nouveaux Mémoires Du Chevalier Guillaume Temple Ambassadeur & Plenipotentiaire de la Grande Bretagne en diverses Cours de l'Europe ; Contenant un detail interessant & curieux des Intrigues de la Cour d'Angleterre ... depuis la Paix de Nimegue jusqu' à la retraite de l'Auteur	William	Temple	gnd/118801619							Jonathan	Swift	gnd/118620193									
1360	233603964	Aaus	fre	1639	Geneve		La Repvbliqve Des Svisses ; Comprinse en deux liures, contena[n]s le gouuernement de Suisses, l'estat public des treize Cantons & de leurs Confederez en general & particulier, leurs Bailliages &  iurisdictio[n]s ...	Josias	Simmler	gnd/11879728X																		
1361	233644237	Aar	fre	1558	Genève		Histoire des qvatre empires sovverains ...	Johannes	Sleidanus	gnd/118748440																		
1362	233660348	Aar	fre	1722	Paris		Anecdotes du ministère du Comte Duc d'Olivarés	Vittorio	Siri	gnd/100337724							Guillaume	Valdory	gnd/100795226									
1363	233877673	Acr	fre	1716	Amsterdam		Le Spectateur, Ou Le Socrate Moderne, Où l'on voit un Portrait naïf des Moeurs de ce Siècle ; Traduit De L'Anglois																					
1364	233954031	Aaus	fre	1693	Paris		Tragedies Grecques De Sophocle	Sophocles		gnd/118615688							André	Dacier	gnd/118523228									
1365	234015942	Aav	ger	1715	Augsburg		Nouvelles Fables Choisies, Et Mises En Vers Par Les plus celebres Auteurs François de ce tems ; Traduites & mises en prose Allemande, Premiere Partie : Anjetzo aber In ungebundener Teutscher Rede verfasset ; In Zwey Theil																					
1366	234396830	Aar	fre	1786	Lausanne		Lettres d'Yorick a Eliza, et d'Éliza a Yorick	Laurence	Sterne	gnd/11861794X													Elizabeth	Draper	gnd/129194131			
1367	234929359	Acr	fre	1664	Paris		Histoire de la guerre de Flandre	Famiano	Strada	gnd/100576400							Pierre	Du Ryer	gnd/118888552									
1368	235342726	Acu	fre	1632	Amstelredam		Memoires Des Sages Et Royalles Oeconomies D'Estat, Domestiqves, Politiqves Et Militaires De Henry Le Grand, L'Exemplaire Des Roys, Le Prince Des Vertvs, des Armes & des Loix, & le Pere en effet de ses peuples François. Et Des Servitvdes Vtiles, Obeissances Convenables & administrations loyales de Maximilian De Bethvne l'vn des plus confidens, familiers & vtiles soldats & Seruiteurs du grand Mars des François ; Dediez à la France, à tous les bons soldats & tous peuples François	Maximilien de Béthune	Sully	gnd/11879938X													leer	leer	gnd/118548174			
1369	235349569	Acus	fre	1752	A Genève	gnd/4020137-5	Memoires De Maximilien De Bethune, Duc de Sully, Principal Ministre De Henry Le Grand ; Mis en ordre: avec des remarques	Maximilien de Béthune	Sully	gnd/11879938X							Pierre Mathurin	L'Ecluse Desloges	gnd/115528083									
1370	235378801	Aaus	fre	1767	[S.l.]		Nouvelle Théorie Des Plaisirs	Johann Georg	Sulzer	gnd/11879941X							Abraham Gotthelf	Kästner	gnd/118714570									
1371	235513563	Aar	fre	1681	Paris		Tarif General Des Droits De Sorties Et Entrées Du Royaume, & des Provinces esquelles les Bureaux ne sont establis, Ordonnez estre sur toutes les Marchandises & Denrées ; Arresté au Conseil Royal, le 18. Septembre 1664																					
1372	235546070	Aar	fre	1737	Paris		Oeuvres De Feu Me. Mathieu Terrasson ... Contenant Plusieurs De Ses Discours Plaidoyers, Memoires & Consultations	Mathieu	Terrasson	gnd/1016114990							Antoine	Terrasson	gnd/1016201621									
1373	235634352	Aaus	fre	1721	[S.l.]		Les Trois Justaucorps, Conte Bleu ; Avec Les Trois Anneaux, Nouvelle tirée de Bocace	René	Macé	gnd/143999818							Jonathan	Swift	gnd/118620193	Giovanni	Boccaccio	gnd/11851217X						
1374	235799459	Aar	fre	1690	Paris		Histoire des peuples ; Où l'on fait voir leur origine, leur usage, leur forme, l'abus [et] l'irregularité de celles des ecclesiastiques	Jean-Baptiste	Thiers	gnd/124668968																		
1375	236005936	Aar	fre	1594	Paris		Ceremonies observees av sacre et coronement dv Tres-chr. et Tres-valeur. Henry IIII. Roy de France & de Nauarre. Ens. en la reception de l'Ordre du S.Esprit en l'Eglise de Chartres, és 27. & 28e. iours ddu mois de Feurier 1594	Nicolas	Thou	gnd/120306735																		
1376	236063006	Acus	fre	1741	Paris		Œuvres De Théâtre De Monsieur Nivelle De La Chaussée, De L'Academie Françoise	Nivelle	La Chaussée	gnd/118778382																		
1377	236281836	Aar	ger	15XX	Augspurg		Schweitzerisches Trachten-Cabinet oder allerhand Kleidungen, wie man solche in dem löblichen Schweitzer-Canton Zürch zutragen pflegt ; in Kupffer vorgestellt ...																					
1378	236378139	Aar	fre	1700	Amsterdam		Traité de confiture, ou le nouveau [et] parfait confiturier ; qui enseigne la maniere de bien faire toutes sortes de confitures tant seches que liquides, au sucre, à demy sucre, [et] sans sucre, ...																					
1379	236688170	Acr	fre	1715	Bruxelles		Curiositez de la nature et de l'art sur la vegetation, ou l'agriculture, et le jardinage dans leur perfection ; où l'on voit le secret de la multiplication du blé, & les moyens d'augmenter considerablement le revenu des biens de la campagne ; de nouvelles découvertes pour grossir, multiplier, & embellir les fleurs & les fruits, ...	Pierre	Le Lorrain de Vallemont	gnd/115711759																		
1380	236691449	Acr	fre	1701	Amsterdam		Les elemens de l'histoire ou ce qu'il faut sca̧voir de chronologie, de geographie, de blazon, de l'histoire universelle, de l'eglise de l'ancien testament, des monarchies anciennes, de l'eglise du nouveau testament, & des monarchies nouvelles ; avant que de lire l'histoire particuliere	Pierre	Le Lorrain de Vallemont	gnd/115711759																		
1381	237320568	Acus	fre	1650	Paris		Histoire Dv Ministere D'Armand Jean Du Plessis Cardinal Duc De Richelieu, Sous Le Regne De Louys Le Juste, XIII. Du Nom Roy de France & de Navarre ; Avec des Reflexions Politiques, & diverses Lettres, contenants les Negociations des Affaires de Piedmont & du Montferrat ; Divisée en IV. Tomes	Charles	Vialart	gnd/128805889													Armand Jean du Plessis	Richelieu	gnd/118600354			
1382	237321378	Aar	fre	1650	Paris		Histoire Du Ministere D'Armand Iean Du Plessis Cardinal Duc De Richelieu, Sous Le Regne De Louys Le Ivste, XIII. Du Nom, Roy De France Et De Navarre ; Avec Des Reflexions Politiques, & diverses Lettres, contenant les Negociations des Affaires du Piedmont & du Montferrat	Charles	Vialart	gnd/128805889													Armand Jean du Plessis	Richelieu	gnd/118600354			
1383	237321416	Aar	fre	1697	Dordrecht		Histoire De La Derniére Conspiration D'Angleterre Avec Le Détail Des Diverses Entreprises Contre Le Roy Et La Nation ; Qui ont precédé ce dernier Attentat	Jacques	Abbadie	gnd/100002307																		
1384	237531801	Aar	fre	1705	Anvers		La Vie Et Les Vertus De Feu Mr. Henry Marie Boudon ... ; Avec des Reflexions Chrêtiennes ...																Henry Marie	Boudon	gnd/100052991			
