	PPN	Signatur 1	Signatur 2	Signatur 3	Signatur 4	Signatur 5	Anmerkung 1	Anmerkung 2	Anmerkung 3	Provenienz 1	Provenienz 2	Provenienz 3
145	146047338	M: Lg 4° 111	leer	leer	leer	leer	Monogramm: PC [d.i. Philippine Charlotte, Herzogin zu Braunschweig-Lüneburg]	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Initiale	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>	leer
146	146055357	M: Lm 2° 16	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
147	146309677	M: Ac 367	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
148	146403177	M: Vb 4° 4	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]. - Hs. Besitzvermerk: De Montbail. - Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg (vgl. von Praun'scher Katalog): V.c.79	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
149	146621719	M: Lg 4° 133	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
150	146664655	M: Lg 1397	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
151	146814185	M: Lg 882	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
152	146953096	15 Musica div.	M: Un 76	leer	leer	leer	leer	leer	leer	Provenienz: Baudis, Gottfried Leonhard / Exlibris / Wappen	Baudis, Gottfried Leonhard	leer
153	146973143	M: Lo 4451	M: Lo 4451.1	leer	leer	leer	leer	leer	leer	leer	leer	leer
154	147117453	M: Gv 347:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
155	147159113	M: Tp 23	Schulenb. B 47 (3)	leer	leer	leer	leer	leer	leer	leer	leer	leer
156	147164036	M: Lm 266 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Montbail, Marthe Dumas ^de^
157	147166918	M: Gv 551	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
158	147187907	M: Lm 310	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
159	147224489	M: Lm 359:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
160	147471907	M: Gk 2° 8	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
161	147472296	M: Gk 238:1	Schulenb. Gf 15a:1	leer	leer	leer	Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun.	leer	leer	Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenbüttel, Herzogin> / Exlibris / Wappen	Elisabeth Sophie Marie <Braunschweig-Lüneburg, Herzogin>	leer
162	147486130	M: QuN 899i (2)	M: QuN 899ii (4)	leer	leer	leer	leer	leer	leer	leer	leer	leer
163	147523591	M: Gm 1003:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
164	147538785	M: Rq 430a	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
165	147549825	M: Db 740:1	Schulenb. B 110:1	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
166	147551609	M: Sf 728	M: Sf 729	leer	leer	leer	Mit Textvarianten zu Ex. Sf 728.	leer	leer	leer	leer	leer
167	147553806	M: Cc 138	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
168	147557194	M: Gv 400:1	M: Cc 152	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
169	147558670	M: Gm 4° 120	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
170	147571170	H: T 995.2° Helmst.	M: Gk 2° 15	leer	leer	leer	leer	leer	leer	leer	leer	leer
171	147594863	M: Gi 276	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
172	147595665	M: Ea 4° 6:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
173	147611040	M: Gm 653	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
174	147638992	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
175	147658217	M: Gm 670	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
176	147682142	M: Da 4° 18: 1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
177	147696240	M: Lq 769	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
178	147706254	M: Gk 548:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
179	147717612	M: Hn 4° 14	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
180	147724090	M: Gn 2652	M: Gn 2653	leer	leer	leer	leer	leer	leer	leer	leer	leer
181	147737400	M: Gm 696	M: Gm 697 (1)	leer	leer	leer	leer	leer	leer	leer	leer	leer
182	147754569	M: Tp 128	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
183	147754577	M: Gm 434	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
184	147754585	M: Gm 3720	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
185	147756383	M: Ga 95	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
186	148209289	M: Rq 415	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
187	148634753	M: Rb 753	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
188	148766765	M: Gm 746:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
189	148768164	M: Gm 754	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
190	148810667	M: Gm 795	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
191	148810918	M: Gm 801	M: Gm 802	leer	leer	leer	leer	leer	leer	leer	leer	leer
192	149886977	M: Lm 712	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
193	149889771	M: Gr 485	M: Gr Mischbd 48 (1)	leer	leer	leer	leer	leer	leer	Provenienz: NN / Einband / Monogramm	Provenienz: NN / Einband / Etikett / Signatur	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
194	149889984	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
195	149890044	M: Gr 296	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
196	149891261	M: Lm 679	Schulenb. Lf 27	leer	leer	leer	leer	leer	leer	leer	leer	leer
197	149893531	M: Lm 680a	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
198	149894945	M: Lm 722	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
199	149900678	M: Lh 1712	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
200	149903278	M: Tq 617	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
201	149903936	M: Tq 1022	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
202	149909446	M: Lm Sammelbd 90 (1)	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
203	149912234	M: Gr 442	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
204	149918771	M: Li 2968	leer	leer	leer	leer	Monogramm P C auf Buchdeckel	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
205	149921071	M: Gr 4° 52:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
206	149925166	M: Lm 3078a	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
207	149925387	M: Lm 3078	M: Sf 208 (2)	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Neuhaus, G. / Autogramm	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen
208	149925441	M: Lm 3080:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Neuhaus, G. / Autogramm	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen
209	149948980	M: Lm 1335	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
210	149961154	M: Gv 963	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
211	149972482	M: Gp 427 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
212	149976712	M: Rm 600	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
213	149980922	M: Db 804	M: QuN 807d (2)	leer	leer	leer	"Hs. Besitzvermerk: ""ex libris [...] 1692"""	leer	leer	Provenienz: NN / Autogramm / Datum 1692	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
214	149981376	M: Db 1050	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
215	150008546	M: Gq 10	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
216	150011628	M: Gl 4°  44	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
217	150013760	M: Hp 6	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
218	150016506	M: Db 229	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
219	150016530	M: Db 225 (2)	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
220	150023863	M: Rm 34	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
221	150035705	M: Rb 852	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
222	150044321	M: Vb 68:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
223	150055633	M: Gm 2°  35	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
224	150065027	M: Gk 4°  11	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
225	150066007	M: Gn 1220	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
226	150066465	M: Lm 725d:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
227	150070152	M: Gk 189	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
228	150074719	M: Lm 4° 36	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
229	150078102	M: Fd 139a	M: Fd 139b	Schulenb. F 42	leer	leer	Exlibris: Ex Bibliotheca LR Ducis Brunsvicensis Et Luneburgensis	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	Provenienz: Ludwig Rudolf <Braunschweig-Wolfenbüttel, Herzog> / Exlibris / Monogramm	Provenienz: Ludwig Rudolf <Braunschweig-Wolfenbüttel, Herzog> / Nummer	Ludwig Rudolf <Braunschweig-Lüneburg, Herzog>
230	150078463	M: Go 110:1	H: T 986.8° Helmst. (1)	leer	leer	leer	Preisnotiz zu Rohbogen- und Einbandkosten in der Hand des Franz Dominicus Häberlin, dazu: è Bibliopol. Orphanotr. Brunsv. Helmstadii. A. C. 1761. FDH	leer	leer	Provenienz: Häberlin, Franz Dominicus / Monogramm / Preis / Kaufdatum 1761	Provenienz: Universitätsbibliothek <Helmstedt> / Stempel	Provenienz: Universitätsbibliothek <Helmstedt> / Signatur
231	150079524	M: Hd 9	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
232	150079923	M: Li 1794 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
233	150080697	M: Kb 2° 32:1	H: P 445a.2° Helmst.	leer	leer	leer	Hs. Besitzvermerk: 25 ...: 1763. Wolff	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
234	150084528	M: Lm 1531a	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
235	150084900	M: Lm 1532a	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
236	150087179	M: Lm 1574	Schulenb. P 56	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
237	150087403	M: Mn 6	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
238	150093519	M: Tq 718	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
239	150130368	M: Gg 139	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
240	150131720	M: Lm 2321	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
241	150136838	M: Gr 320	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
242	150142315	M: Nf 114	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
243	150143397	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
244	150144601	M: Lm 4429	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
245	150145500	M: Lm 4429	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
246	150146728	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
247	150149085	M: Lk 517	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
248	150149476	M: Gs 455	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
249	150154437	M: Db 4° 412	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
250	150160364	M: Lm 2733	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
251	150160712	M: Nc 301:1	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
252	150162367	M: Lm 3919	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
253	150166478	M: Fg 165	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
254	150169973	M: Gr 469	M: Gr 469a	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
255	150171455	M: Me 130a (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: B. G. m. / Initiale	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
256	150171854	M: Lm 2880	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
257	150176880	M: Lm 1428	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
258	150176910	M: Gg 333	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
259	150177089	M: Lm 1433	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
